payer_alias_id,canonical_payer_id,example_raw_payer_name,clean_payer_name,match_scope,canonical_state,validation_status,review_status,reviewed_by,reviewed_at,active,evidence_source,evidence_url,notes
pa_hpi,health_plans_inc,HPI,hpi,global,NA,source_verified,accepted,codex_research,2026-05-29,true,hpi_our_story,https://shp.healthplansinc.com/our-story/,Observed HPI payer value maps to Health Plans Inc. third-party administrator identity.
pa_lucent,lucent_health,Lucent,lucent,global,NA,source_verified,accepted,codex_research,2026-05-29,true,lucent_about,https://lucenthealth.com/about/,Observed Lucent payer value maps to Lucent Health benefits administrator identity.
pa_managed_health_network,managed_health_network,Managed Health Network,managed health network,global,NA,source_verified,accepted,codex_research,2026-05-29,true,healthnet_mhn,https://www.healthnet.com/content/healthnet/en_us/population-health-management/behavioral-health.html,Observed Managed Health Network payer value maps to MHN behavioral health identity.
pa_medben,medben,MedBen,medben,global,NA,source_verified,accepted,codex_research,2026-05-29,true,medben_home,https://www.medben.com/,Observed MedBen payer value maps to MedBen third-party administrator identity.
pa_nx_health_network,valenz_access,NX Health Network,nx health network,global,NA,source_verified,accepted,codex_research,2026-05-29,true,valenz_nx_rebrand,https://www.valenzhealth.com/news/united-claim-solutions-becomes-valenz/,Observed NX Health Network payer value maps to Valenz Access formerly NX Health Network.
pa_olympus,olympus_managed_health_care,OLYMPUS,olympus,global,NA,source_verified,accepted,codex_research,2026-05-29,true,omhc_home,https://omhc.com/,Observed Olympus payer value maps to Olympus Managed Health Care OMHC.
pa_on_lok_senior_health,on_lok_senior_health,On Lok Senior Health,on lok senior health,global,NA,source_verified,accepted,codex_research,2026-05-29,true,on_lok_pace,https://www.onlok.org/pace/,Observed On Lok Senior Health payer value maps to On Lok PACE identity.
pa_partner_direct_health,partners_direct_health,Partner Direct Health,partner direct health,global,NA,source_verified,accepted,codex_research,2026-05-29,true,pdh_faq,https://partnersdirecthealth.com/faq/,Observed Partner Direct Health payer value maps to Partners Direct Health network identity.
pa_point_comfort_underwriters,point_comfort_underwriters,POINT COMFORT UNDERWRITERS,point comfort underwriters,global,NA,source_verified,accepted,codex_research,2026-05-29,true,point_comfort_united,https://pointcomfort.com/point-comfort-united/,Observed Point Comfort Underwriters payer value maps to Point Comfort program administrator identity.
pa_scan_health_plan,scan_health_plan,Scan Health Plan,scan health plan,global,NA,source_verified,accepted,codex_research,2026-05-29,true,scan_medicare,https://www.scanhealthplan.com/,Observed SCAN Health Plan payer value maps to broad SCAN Medicare Advantage identity.
pa_seven_corners_inc,seven_corners,"SEVEN CORNERS, INC.","seven corners, inc.",global,NA,source_verified,accepted,codex_research,2026-05-29,true,seven_corners_about,https://www.sevencorners.com/about/corporate/about-us,Observed Seven Corners Inc payer value maps to Seven Corners travel insurance and benefit management administrator identity.
pa_healthpartners_network_ga,health_partners_network,HealthPartners,healthpartners,state,GA,source_verified,accepted,codex_research,2026-05-29,true,health_partners_network,https://www.healthpartnersnetwork.com/,Georgia-scoped HealthPartners payer value maps to Northeast Georgia Health Partners PPO network rather than unrelated national or Minnesota HealthPartners plans.
pa_sentara_health,sentara_health_plans,Sentara Health,sentara health,global,NA,source_verified,accepted,codex_research,2026-05-29,true,sentara_health_plans,https://www.sentara.com/aboutus/about-sentara/sentara-health-plans,Observed Sentara Health payer value maps to Sentara Health Plans payer identity. Medicare and other product context is classified separately.
pa_pruitthealth_premier,pruitthealth_premier,PruittHealth Premier,pruitthealth premier,global,NA,source_verified,accepted,codex_research,2026-05-29,true,pruitthealth_premier,https://pruitthealthpremier.com/,Observed PruittHealth Premier payer value maps to PruittHealth Premier Medicare Advantage identity.
pa_san_joaquin_health_plan_gmc,health_plan_san_joaquin,San Joaquin Health Plan GMC,san joaquin health plan gmc,state,CA,source_verified,accepted,codex_research,2026-05-29,true,hpsj_quality,https://www.hpsj-mvhp.org/quality-management-plan/,California GMC payer value maps to Health Plan of San Joaquin Medi-Cal managed care identity.
pa_partnership_healthplan_gmc,partnership_healthplan_california,Partnership HealthPlan GMC,partnership healthplan gmc,state,CA,source_verified,accepted,codex_research,2026-05-29,true,partnership_healthplan,https://partnershiphp.org/,California GMC payer value maps to Partnership HealthPlan of California Medi-Cal managed care identity.
pa_partnership_healthplan_ccs,partnership_healthplan_california,Partnership HealthPlan/CCS,partnership healthplan/ccs,state,CA,source_verified,accepted,codex_research,2026-05-29,true,partnership_healthplan,https://partnershiphp.org/,Observed Partnership HealthPlan CCS payer value maps to Partnership HealthPlan of California with California Medicaid program context.
pa_mountain_empire_pace,mountain_empire_pace,Mountain Empire PACE,mountain empire pace,global,NA,source_verified,accepted,codex_research,2026-05-29,true,mountain_empire_pace,https://meoc.org/pace/,Observed Mountain Empire PACE payer value maps to the Mountain Empire Older Citizens PACE program.
pa_tricare,tricare,TRICARE,tricare,global,NA,source_verified,accepted,codex_research,2026-05-29,true,tricare_101,https://www.tricare.mil/Plans/New,Observed TRICARE payer value maps to the TRICARE program. Regional contractor context is classified separately when visible.
